Block,Borough,OBJECTID,the_geom,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteTy,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
1315,MN,556,"MULTIPOLYGON (((-73.97391896548842 40.74976307342448, -73.97356434565366 40.750253994383236, -73.97243807876774 40.74977893139396, -73.97279590392714 40.74929057926631, -73.97391896548842 40.74976307342448)))",24,220 East 42nd Street,1013150024,Daily News Building,LP-01049,"Borough of Manhattan Tax Map Block 1315, Lot 24.",Block and Lot,Designated,,07/28/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1049.pdf,1120.20886264,72625.9858315
1603,MN,557,"MULTIPOLYGON (((-73.95386957109059 40.78839677785512, -73.95405129025325 40.788147930373086, -73.9542872900579 40.78824741431207, -73.95410557150517 40.78849626306287, -73.95386957109059 40.78839677785512)))",11,15 East 97th Street,1016030011,Saint Nicholas Russian Orthodox Cathedral,LP-00834,"Borough of Manhattan Tax Map Block 1603, Lot 11.",Block and Lot,Designated,,12/18/1973 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0834.pdf,356.844626568,7748.92754601
1720,MN,558,"MULTIPOLYGON (((-73.94623502928572 40.805473545464984, -73.9463314592356 40.80534248231028, -73.94638203358939 40.80536373689836, -73.9462859026802 40.80549439320895, -73.94623502928572 40.805473545464984)))",66,18 West 122nd Street,1017200066,Rectory of Saint Martin's Episcopal Church,LP-00292,Borough of Manhattan Tax Map Block 1720 Lot 66.,Block and Lot,Designated,,07/19/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0292.pdf,141.245078471,873.934122869
1286,MN,559,"MULTIPOLYGON (((-73.97482360509206 40.758270434649795, -73.97492990279795 40.75812453911153, -73.97517301111938 40.75822702960116, -73.97506671141423 40.75837292446057, -73.97482360509206 40.758270434649795)))",53,457 Madison Avenue,1012860053,Villard Houses,LP-00270,"Borough of Manhattan Tax Map Block 1286, Lot 52 in part, consisting of the land on which the described building is situated and that part of the Courtyard owned by the owner of 457 Madison Avenue.",Irregular,Designated,now the New York Palace Hotel,09/30/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0270.pdf,275.551439385,4679.5879154
1432,MN,560,"MULTIPOLYGON (((-73.95718084097606 40.7732579441286, -73.9573650402733 40.773005167395596, -73.95740629289953 40.773022530843065, -73.95722206407228 40.77327534725257, -73.95718084097606 40.7732579441286)))",142,212 East 78th Street,1014320142,212 East 78th Street House,LP-00983,"Borough of Manhattan Tax Map Block 1432, Lot 142.",Block and Lot,Designated,,05/09/1978 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0983.pdf,236.702347204,1375.1293817
1740,MN,561,"MULTIPOLYGON (((-73.93612450718679 40.817975739820845, -73.93577582142842 40.818460231305636, -73.93430148612111 40.817838838630784, -73.93428694323853 40.81763506321692, -73.93452649561556 40.81730222006092, -73.93612450718679 40.817975739820845)))",17,2360 Fifth Avenue,1017400017,369th Regiment Armory,LP-01390,"Borough of Manhattan Tax Map Block 1740, Lot 17.",Block and Lot,Designated,,05/14/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1390.pdf,1386.24032271,100527.016633
894,MN,562,"MULTIPOLYGON (((-73.97667005626631 40.74881366919389, -73.97685046572226 40.748568108746085, -73.97693256843992 40.74860278930289, -73.9767609611194 40.74883636951957, -73.97675215919237 40.748848350778715, -73.97667005626631 40.74881366919389)))",37,149 East 38th Street,1008940037,George S. Bowdoin Stable,LP-01953,"Borough of Manhattan Tax Map Block 894, Lot 37.",Block and Lot,Designated,,06/17/1997 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1953.pdf,257.011894152,2666.85525348
1270,MN,563,"MULTIPOLYGON (((-73.97600321296888 40.761713794932795, -73.9759407452858 40.76168729266449, -73.97613458021719 40.761423823755955, -73.97620680021681 40.76145446395193, -73.97601298679592 40.76171794289075, -73.97600321296888 40.761713794932795)))",29,7 West 54th Street,1012700029,Philip and Carrie Lehman House,LP-01102,"Borough of Manhattan, Tax Map Block 1270, Lot 29.",Block and Lot,Designated,also known as the 7 West 54th Street House,02/03/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1102.pdf,265.805599582,2520.26901076
1513,MN,564,"MULTIPOLYGON (((-73.95726979322036 40.779226743342434, -73.95731538203155 40.779164359038646, -73.95757810129615 40.7792750701395, -73.95753267016826 40.77933752124134, -73.95726979322036 40.779226743342434)))",69,100 East 85th Street,1015130069,Lewis Gouverneur and Nathalie Bailey Morris House,LP-00654,"Borough of Manhattan Tax Map Block 1513, Lot 69.",Block and Lot,Designated,,04/19/1973 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0654.pdf,218.436133816,2163.67976276
1209,MN,565,"MULTIPOLYGON (((-73.96512948624456 40.79131875849175, -73.96516103880295 40.791275217129346, -73.96532841863063 40.791345780390806, -73.96529686733368 40.791389320898375, -73.96512948624456 40.79131875849175)))",31,354 Central Park West,1012090031,354 Central Park West House,LP-01644,"Borough of Manhattan Tax Map Block 1209, Lot 31.",Block and Lot,Designated,,11/10/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1644.pdf,142.221309996,959.845520504
1383,MN,566,"MULTIPOLYGON (((-73.96571090244474 40.76888697473164, -73.96575822228486 40.7688219913586, -73.96608820364902 40.76896147159447, -73.9660408804785 40.769026455100565, -73.96571090244474 40.76888697473164)))",35,684 Park Avenue,1013830035,Oliver D. and Mary Pyne Filley House,LP-00705,"Borough of Manhattan Tax Map Block 1383, Lot 35.",Block and Lot,Designated,now the Spanish Institute,11/10/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0705.pdf,263.282278232,2830.11234596
1290,MN,567,"MULTIPOLYGON (((-73.97402081020225 40.76120651148393, -73.97420266562271 40.760959872633826, -73.97458968579436 40.76112313007513, -73.97467139904454 40.76115759867194, -73.97462951465457 40.761214405889326, -73.9749543450343 40.761351426595525, -73.97481464836923 40.76154088840348, -73.97402081020225 40.76120651148393)))",7502,699-703 Fifth Avenue,1012907502,St. Regis Hotel,LP-01552,"Borough of Manhattan, Tax Map Block 1290, Lot 69.",Block and Lot,Designated,,11/01/1988 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1552.pdf,708.6842998,23437.3714055
1127,MN,568,"MULTIPOLYGON (((-73.97566602537829 40.77790088671487, -73.97548089521914 40.77815374363006, -73.97546005769281 40.7781449538944, -73.9753846041736 40.77811312125532, -73.97520337171667 40.77836061695913, -73.97473075631207 40.77816123044211, -73.97509735156244 40.777660570641125, -73.97566602537829 40.77790088671487)))",29,145-146 Central Park West,1011270029,San Remo Apartments,LP-01519,"Borough of Manhattan Tax Map Block 1127, Lot 29.",Block and Lot,Designated,,03/31/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1519.pdf,777.790692626,34459.6283382
1393,MN,569,"MULTIPOLYGON (((-73.96344549158438 40.77654055410482, -73.96352576703609 40.77643200415178, -73.96387336900113 40.77657777353995, -73.96379309512157 40.7766863300366, -73.96344549158438 40.77654055410482)))",72,972 Fifth Avenue,1013930072,Payne and Helen Hay Whitney House,LP-00737,"Borough of Manhattan Tax Map Block 1393, Lot 72.",Block and Lot,Designated,"now the Office of Cultural Services, Embassy of France",09/15/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0737.pdf,310.642094913,4988.34913684
1727,MN,570,"MULTIPOLYGON (((-73.94248216340331 40.810559708361346, -73.94265830845964 40.81031660225198, -73.94273813446166 40.8103502340998, -73.94256198842201 40.810593341229634, -73.94248216340331 40.810559708361346)))",66,58 West 130th Street,1017270066,58 West 130th Street House,LP-01162,"Borough of Manhattan, Tax Map Block 1727, Lot 66.",Block and Lot,Designated,part of Astor Row,08/11/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1162.pdf,252.749497611,2554.7100646
1286,MN,571,"MULTIPOLYGON (((-73.97530608806927 40.75847224678194, -73.9756682349727 40.75797519199056, -73.9770049531046 40.75853867656923, -73.97664409943113 40.759035147752954, -73.97530608806927 40.75847224678194)))",1,Fifth Avenue between East 50th and 51st Street,1012860001,Saint Patrick's Cathedral Complex,LP-00267,"Borough of Manhattan Tax Map Block 1286, Lot 1.",Block and Lot,Designated,,10/19/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0267.pdf,1260.74561693,87605.2627491
1727,MN,572,"MULTIPOLYGON (((-73.94177230161884 40.81026061276395, -73.9419484721712 40.81001751764489, -73.9420293577957 40.810051598066394, -73.9418531827096 40.81029469150439, -73.94177230161884 40.81026061276395)))",57,40 West 130th Street,1017270057,40 West 130th Street House,LP-01153,"Borough of Manhattan, Tax Map Block 1727, Lot 57.",Block and Lot,Designated,part of Astor Row,08/11/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1153.pdf,253.419508557,2588.59675862
1125,MN,573,"MULTIPOLYGON (((-73.97666336679846 40.77666112375454, -73.9762945767138 40.77716315151901, -73.97563734944573 40.77688502214229, -73.97600751091885 40.7763835766685, -73.97666336679846 40.77666112375454)))",25,1 West 72nd Street,1011250025,Dakota Apartments,LP-00280,"Borough of Manhattan Tax Map Block 1125, Lot 25.",Block and Lot,Designated,,02/11/1969 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0280.pdf,835.212938955,43598.1691866
1789,MN,574,"MULTIPOLYGON (((-73.93469375222608 40.80308834031725, -73.9348824675344 40.802830608097466, -73.93490168223639 40.80283869912754, -73.93496562111223 40.802865623216626, -73.93502663773256 40.802891316442, -73.93503899031636 40.80289651838235, -73.93485027661242 40.80315425085619, -73.93469375222608 40.80308834031725)))",37,224 East 125th Street,1017890037,"New York Public Library, 125th Street Branch",LP-02305,"Borough of Manhattan Tax Map Block 1789, Lot 37.",Block and Lot,Designated,,01/13/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2305.pdf,313.999685865,5323.71094611
376,MN,575,"MULTIPOLYGON (((-73.97816090044562 40.72369680516917, -73.97832437060438 40.72347375829068, -73.9783279565223 40.72347527092084, -73.9783975837176 40.723504645111966, -73.9782341101752 40.72372769839642, -73.97816090044562 40.72369680516917)))",13,242 East 7th Street,1003760013,Congregation Beth Hamedrash Hagadol Anshe Ungarin,LP-02261,"Borough of Manhattan Tax Map Block 376, Lot 13.",Block and Lot,Designated,,03/18/2008 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2261.pdf,232.495277797,2159.03147552
1517,MN,576,"MULTIPOLYGON (((-73.95374533454688 40.78116724771772, -73.95392933163758 40.780914762144434, -73.95396970831148 40.780931776154446, -73.9539989240637 40.78094408597589, -73.9538151809147 40.78119622326655, -73.95374533454688 40.78116724771772)))",149,146 East 89th Street,1015170149,146 East 89th Street House,LP-01004,"Borough of Manhattan Tax Map Block 1517, Lot 149.",Block and Lot,Designated,,03/13/1979 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1004.pdf,254.247502437,2315.72857411
1290,MN,577,"MULTIPOLYGON (((-73.97463540335511 40.761061127804226, -73.9747692022413 40.760879666792476, -73.97517574347218 40.7610511562515, -73.97508615418083 40.76117266090149, -73.97476242325605 40.761036107265504, -73.97471795591152 40.76109641781337, -73.97463540335511 40.761061127804226)))",1,689-691 Fifth Avenue,1012900001,Aeolian Building,LP-02125,"Borough of Manhattan Tax Map Block 1290, Lot 1.",Block and Lot,Designated,,12/10/2002 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2125.pdf,409.321192865,7195.29989395
1873,MN,578,"MULTIPOLYGON (((-73.9701141457896 40.79880580300209, -73.97014478071087 40.798763947624536, -73.97038301472996 40.79886499828679, -73.97035237872689 40.79890685372669, -73.9701141457896 40.79880580300209)))",62,856 West End Avenue,1018730062,856 West End Avenue House,LP-01620,"Borough of Manhattan Tax Map Block 1873, Lot 62.",Block and Lot,Designated,,08/14/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1620.pdf,185.976858749,1318.12110684
1962,MN,579,"MULTIPOLYGON (((-73.9593834815639 40.80855575024473, -73.95960953542314 40.80824692191199, -73.95977438580422 40.80831620623882, -73.95955535979206 40.80862798918925, -73.9593834815639 40.80855575024473)))",35,432-434 West 119th Street,1019620035,"Croton Aqueduct, West 119th Street Gatehouse",LP-02051,"Borough of Manhattan Tax Map Block 1962, Lot 35.",Block and Lot,Designated,,03/28/2000 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2051.pdf,364.038005515,6857.56753924
470,MN,597,"MULTIPOLYGON (((-73.99567162371844 40.719938704066365, -73.9957829359521 40.71966176903218, -73.99586338475346 40.71968949324319, -73.99575039897358 40.71997057513963, -73.99567162371844 40.719938704066365)))",12,363 Broome Street,1004700012,Fire Engine Company 55,LP-01987,"Borough of Manhattan Tax Map Block 470, Lot 12.",Block and Lot,Designated,,10/13/1998 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1987.pdf,261.810438414,2580.76760718
1493,MN,580,"MULTIPOLYGON (((-73.96188572150098 40.77868837547226, -73.96193747345512 40.778616412732475, -73.96227013541781 40.778756688006105, -73.96221774180484 40.77882838053266, -73.96188572150098 40.77868837547226)))",69,1009 Fifth Avenue,1014930069,1009 Fifth Avenue House,LP-00805,"Borough of Manhattan Tax Map Block 1493, Lot 69.",Block and Lot,Designated,also known as the Benjamin N. and Sarah Duke House,02/19/1974 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0805.pdf,270.272259389,3145.03679523
90,MN,581,"MULTIPOLYGON (((-74.00696351047138 40.710945912681844, -74.00722588450795 40.71115297077005, -74.00681592239663 40.711442166890016, -74.00656905380902 40.71122507079898, -74.00696351047138 40.710945912681844)))",14,3-9 Beekman Street,1000900014,Temple Court Building and Annex,LP-01967,"Borough of Manhattan Tax Map Block 90, Lot 14.",Block and Lot,Designated,,02/10/1998 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1967.pdf,513.711080337,15924.1159053
1390,MN,582,"MULTIPOLYGON (((-73.96499259686941 40.77435173513271, -73.9650598273721 40.774259779981755, -73.96545728265299 40.77442741765283, -73.96539026352538 40.77451908943833, -73.96499259686941 40.77435173513271)))",1,1 East 75th Street,1013900001,Edward S. and Mary Stillman Harkness House,LP-00415,"Borough of Manhattan Tax Map Block 1390, Lot 1.",Block and Lot,Designated,now the Commonwealth Fund,01/24/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0415.pdf,328.324718104,4817.90531482
294,MN,583,"MULTIPOLYGON (((-73.99211204617549 40.71464072994181, -73.99234365752888 40.71471085931531, -73.99224325144894 40.71490245418078, -73.99201407637116 40.714831906038825, -73.99211204617549 40.71464072994181)))",8,54 Canal Street,1002940008,S. Jarmulowsky Bank Building,LP-02363,"Borough of Manhattan Tax Map Block 294, Lot 8.",Block and Lot,Designated,,10/13/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2363.pdf,287.546014748,5158.11057627
722,MN,584,"MULTIPOLYGON (((-74.00225778526945 40.74815945974187, -74.0024360903705 40.74791168002099, -74.00250807453942 40.74794191837593, -74.00232980514568 40.74818964867857, -74.00225778526945 40.74815945974187)))",16,439 West 24th Street,1007220016,439 West 24th Street House,LP-00680,"Borough of Manhattan Tax Map Block 722, Lot 16.",Block and Lot,Designated,,09/15/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0680.pdf,251.368950709,2344.60959867
1727,MN,585,"MULTIPOLYGON (((-73.94161122565038 40.810192742718606, -73.94178739424179 40.809949646941284, -73.94186912323309 40.80998408359821, -73.94169295958741 40.810227182202986, -73.94161122565038 40.810192742718606)))",55,36 West 130th Street,1017270055,36 West 130th Street House,LP-01151,"Borough of Manhattan, Tax Map Block 1727, Lot 55.",Block and Lot,Designated,part of Astor Row,08/11/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1151.pdf,253.956985041,2615.76335874
1346,MN,586,"MULTIPOLYGON (((-73.96492329085851 40.756551994357125, -73.9651017963451 40.75630883112297, -73.96527707464581 40.75638160708976, -73.96533940672434 40.756407489271396, -73.96516089354368 40.75665066727588, -73.96492329085851 40.756551994357125)))",32,342-348 East 54th Street,1013460032,"Free Public Baths of the City of New York, East 54th Street Bath and Gymnasium",LP-02435,"Borough of Manhattan Tax Map Block 1346, Lot 32.",Block and Lot,Designated,,05/10/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2435.pdf,352.93427153,7609.81155729
1927,MN,587,"MULTIPOLYGON (((-73.95018714454491 40.80682168672398, -73.9504930350454 40.806950434863815, -73.95051593029058 40.80696007102053, -73.9503359213389 40.80720643928429, -73.95000713356477 40.807068055379844, -73.95018714454491 40.80682168672398)))",33,"2034-2040 Adam Clayton Powell, Jr. Boulevard",1019270033,Washington Apartments,LP-01842,"Borough of Manhattan Tax Map Block 1927, Lot 33.",Block and Lot,Designated,,01/05/1993 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1842.pdf,413.434428828,10682.5124774
489,MN,588,"MULTIPOLYGON (((-74.00332615183262 40.72479096767405, -74.00325031548732 40.72475382203672, -74.00329735597974 40.72469837635109, -74.00361206397926 40.724852970820244, -74.00356529231311 40.7249080969442, -74.00332615183262 40.72479096767405)))",15,85 Sullivan Street,1004890015,85 Sullivan Street House,LP-00644,"Borough of Manhattan Tax Map Block 489, Lot 15.",Block and Lot,Designated,,05/15/1973 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0644.pdf,255.614621019,2489.30939369
226,MN,589,"MULTIPOLYGON (((-74.00748704848803 40.72358276979844, -74.00744826478746 40.723809502539076, -74.00630258741263 40.72370174667431, -74.00645168469997 40.72283754122856, -74.00748704848803 40.72358276979844)))",1,75 Varick Street,1002260001,Holland Plaza Building,LP-02537,"Borough of Manhattan Tax Map Block 226, Lot 1",Block and Lot,Designated,,09/24/2013 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2537.pdf,1115.90653192,64117.1772558
1351,MN,590,"MULTIPOLYGON (((-73.96402103129219 40.76006441484333, -73.96419991392216 40.75981744501055, -73.96427726778859 40.75985004028025, -73.9640983853579 40.76009701023192, -73.96402103129219 40.76006441484333)))",5,311 East 58th Street,1013510005,311 East 58th Street House,LP-00583,"Borough of Manhattan Tax Map Block 1351, Lot 5.",Block and Lot,Designated,,05/25/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0583.pdf,254.446545858,2516.71359213
1375,MN,591,"MULTIPOLYGON (((-73.97147041608498 40.764839293528375, -73.97165442381154 40.76458175695809, -73.97239443696147 40.76489342821468, -73.97221044544497 40.76515097226192, -73.97147041608498 40.764839293528375)))",1,1-11 East 60th Street,1013750001,Metropolitan Club Building,LP-01020,"Borough of Manhattan Tax Map Block 1375, Lot 1.",Block and Lot,Designated,,09/11/1979 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1020.pdf,682.248428109,25022.4941646
1115,MN,592,"MULTIPOLYGON (((-73.98145970390738 40.77035829957535, -73.98109398106004 40.77086226893389, -73.98029198012244 40.77052422700244, -73.98065416541156 40.77002513939698, -73.98145970390738 40.77035829957535)))",7501,25 Central Park West,1011157501,Century Apartments,LP-01517,"Borough of Manhattan Tax Map Block 1115, Lot 29.",Block and Lot,Designated,,07/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1517.pdf,925.381039185,53006.759615
875,MN,593,"MULTIPOLYGON (((-73.98650018869165 40.737728653537694, -73.98674554671601 40.73739016503565, -73.98684703594714 40.737432820208234, -73.9866041429265 40.7377723465959, -73.98650018869165 40.737728653537694)))",69,16 Gramercy Park South,1008750069,The Players,LP-00222,"Borough of Manhattan Tax Map Block 875, Lot 69.",Block and Lot,Designated,,03/15/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0222.pdf,346.69993724,4580.11877679
467,MN,594,"MULTIPOLYGON (((-73.98629879676257 40.730766912428784, -73.98666974380619 40.73092335536715, -73.98648715101963 40.73117658225488, -73.98611620417851 40.731020139634346, -73.98629879676257 40.730766912428784)))",31,189 Second Avenue,1004670031,Louis N. Jaffe Art Theater (Yiddish Art Theater/Yiddish Folks Thearter),LP-01764,"Borough of Manhattan Tax Map Block 467, Lot 31.",Block and Lot,Designated,now Village East City Cinemas,02/09/1993 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1764.pdf,445.555196558,12369.3638782
722,MN,595,"MULTIPOLYGON (((-74.00239312556954 40.74821617179052, -74.00257135927865 40.7479684891184, -74.00270571311647 40.74802492616883, -74.00252754724455 40.74827251449223, -74.00239312556954 40.74821617179052)))",13,443-445 West 24th Street,1007220013,443-445 West 24th Street House,LP-00682,"Borough of Manhattan Tax Map Block 722, Lot 13.",Block and Lot,Designated,,09/15/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0682.pdf,290.753538576,4373.91945776
544,MN,596,"MULTIPOLYGON (((-73.99205531011908 40.72742077985904, -73.99214062653449 40.72746270800146, -73.99197623393832 40.72765706518455, -73.99189091619398 40.72761513602087, -73.99205531011908 40.72742077985904)))",67,37 East 4th Street,1005440067,Samuel Treadwell Skidmore House,LP-00646,"Borough of Manhattan Tax Map Block 544, Lot 67.",Block and Lot,Designated,,08/18/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0646.pdf,224.710448354,2370.48522496
639,MN,599,"MULTIPOLYGON (((-74.00839445475484 40.73624455025615, -74.009757565725 40.736073911876005, -74.00968608900574 40.73691172775512, -74.0083486616172 40.73690408541096, -74.00839445475484 40.73624455025615)))",1,"445-465 West Street, 137-169 Bank Street, 51-77 Bethune Street, and 734-754 Washington Street",1006390001,Bell Telephone Laboratories Complex,LP-02391,"Borough of Manhattan Tax Map Block 639, Lot 1.",Block and Lot,Designated,"including former Western Electric Company & Hook's Steam-powered Factory Buildings, now Westbeth Artists' Housing",10/25/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2391.pdf,1299.99825034,101586.192171
791,MN,600,"MULTIPOLYGON (((-73.99686855739978 40.73902466331238, -73.99705466155037 40.73876934736328, -73.99711576652392 40.7387950701027, -73.99717970103013 40.738821983349766, -73.99721037786716 40.73883489647246, -73.99702427413014 40.739090213571295, -73.99686855739978 40.73902466331238)))",54,120 West 16th Street,1007910054,New York House and School of Industry,LP-01632,"Borough of Manhattan Tax Map Block 791, Lot 54.",Block and Lot,Designated,now the Young Adults Institute,10/02/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1632.pdf,311.359620711,5245.64480918
